technology,year,parameter,value,unit,source,further description,file_path
csp-tower TES,2030,lifetime,30.0,years,see solar-tower.,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
csp-tower power block,2030,FOM,1.1,%/year,see solar-tower.,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
csp-tower power block,2030,investment,687.6,EUR/kW_e,ATB CSP data (https://atb.nrel.gov/electricity/2021/concentrating_solar_power) and NREL SAM v2021.12.2 (https://sam.nrel.gov/).,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
csp-tower power block,2030,lifetime,30.0,years,see solar-tower.,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral CHP,2030,FOM,3.0,%/year,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral CHP,2030,discount rate,0.04,per unit,Palzer thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral CHP,2030,investment,1400.0,EUR/kWel,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral CHP,2030,lifetime,25.0,years,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral air-sourced heat pump,2030,FOM,3.0,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.3 Air to water existing:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral air-sourced heat pump,2030,discount rate,0.04,per unit,Palzer thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral air-sourced heat pump,2030,efficiency,3.6,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","207.3 Air to water existing:  Heat efficiency, annual average, net, radiators, existing one family house",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral air-sourced heat pump,2030,investment,850.0,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.3 Air to water existing:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral air-sourced heat pump,2030,lifetime,18.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.3 Air to water existing:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral gas boiler,2030,FOM,6.69,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",202 Natural gas boiler:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral gas boiler,2030,discount rate,0.04,per unit,Palzer thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral gas boiler,2030,efficiency,0.98,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","202 Natural gas boiler:  Total efficiency, annual average, net",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral gas boiler,2030,investment,296.82,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",202 Natural gas boiler:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral gas boiler,2030,lifetime,20.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",202 Natural gas boiler:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral coal boiler,2030,FOM,3.49,%/year,IRENA_Remap_2030_technology_cost,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral coal boiler,2030,discount rate,0.04,per unit,same as gas boiler,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral coal boiler,2030,efficiency,0.9,per unit,IRENA_Remap_2030_technology_cost,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral coal boiler,2030,investment,175.0,USD/kW_th,IRENA_Remap_2030_technology_cost,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral coal boiler,2030,lifetime,20.0,years,same as gas boiler,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral gas boiler connection,2030,investment,185.51,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",:  Possible additional specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral gas boiler connection,2030,lifetime,50.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral ground-sourced heat pump,2030,FOM,1.82,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.7 Ground source existing:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral ground-sourced heat pump,2030,discount rate,0.04,per unit,Palzer thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral ground-sourced heat pump,2030,efficiency,3.9,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","207.7 Ground source existing:  Heat efficiency, annual average, net, radiators, existing one family house",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral ground-sourced heat pump,2030,investment,1400.0,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.7 Ground source existing:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral ground-sourced heat pump,2030,lifetime,20.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",207.7 Ground source existing:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral oil boiler,2030,FOM,2.0,%/year,Palzer thesis (https://energiesysteme-zukunft.de/fileadmin/user_upload/Publikationen/PDFs/ESYS_Materialien_Optimierungsmodell_REMod-D.pdf), from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral oil boiler,2030,efficiency,0.9,per unit,Palzer thesis (https://energiesysteme-zukunft.de/fileadmin/user_upload/Publikationen/PDFs/ESYS_Materialien_Optimierungsmodell_REMod-D.pdf), from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral oil boiler,2030,investment,156.01,EUR/kWth,Palzer thesis (https://energiesysteme-zukunft.de/fileadmin/user_upload/Publikationen/PDFs/ESYS_Materialien_Optimierungsmodell_REMod-D.pdf) (+eigene Berechnung), from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral oil boiler,2030,lifetime,20.0,years,Palzer thesis (https://energiesysteme-zukunft.de/fileadmin/user_upload/Publikationen/PDFs/ESYS_Materialien_Optimierungsmodell_REMod-D.pdf), from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral resistive heater,2030,FOM,2.0,%/year,Schaber thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral resistive heater,2030,discount rate,0.04,per unit,Palzer thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral resistive heater,2030,efficiency,0.9,per unit,Schaber thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral resistive heater,2030,investment,100.0,EUR/kWhth,Schaber thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral resistive heater,2030,lifetime,20.0,years,Schaber thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral solar thermal,2030,FOM,1.3,%/year,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral solar thermal,2030,discount rate,0.04,per unit,Palzer thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral solar thermal,2030,investment,270000.0,EUR/1000m2,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral solar thermal,2030,lifetime,20.0,years,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral water tank storage,2030,FOM,1.0,%/year,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral water tank storage,2030,discount rate,0.04,per unit,Palzer thesis, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral water tank storage,2030,investment,18.38,EUR/kWh,IWES Interaktion, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
decentral water tank storage,2030,lifetime,20.0,years,HP, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
digestible biomass,2030,fuel,15.0,EUR/MWh_th,"JRC ENSPRESO ca avg for MINBIOAGRW1, ENS_Ref for 2040",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
digestible biomass to hydrogen,2030,FOM,4.25,%/year,"Zech et.al. DBFZ Report Nr. 19. Hy-NOW - Evaluierung der Verfahren und Technologien für die Bereitstellung von Wasserstoff auf Basis von Biomasse, DBFZ, 2014",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
digestible biomass to hydrogen,2030,capture rate,0.9,per unit,Assumption based on doi:10.1016/j.biombioe.2015.01.006,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
digestible biomass to hydrogen,2030,efficiency,0.39,per unit,"Zech et.al. DBFZ Report Nr. 19. Hy-NOW - Evaluierung der Verfahren und Technologien für die Bereitstellung von Wasserstoff auf Basis von Biomasse, DBFZ, 2014",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
digestible biomass to hydrogen,2030,investment,3500.0,EUR/kW_th,"Zech et.al. DBFZ Report Nr. 19. Hy-NOW - Evaluierung der Verfahren und Technologien für die Bereitstellung von Wasserstoff auf Basis von Biomasse, DBFZ, 2014",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,FOM,4.95,%/year,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,compression-electricity-input,0.15,MWh/tCO2,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,compression-heat-output,0.2,MWh/tCO2,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,electricity-input,0.32,MWh/tCO2,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,heat-input,2.0,MWh/tCO2,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,heat-output,1.0,MWh/tCO2,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,investment,6000000.0,EUR/(tCO2/h),"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct air capture,2030,lifetime,20.0,years,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",403.a Direct air capture,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas,2030,FOM,1.18,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas,2030,VOM,0.28,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas,2030,efficiency,1.0,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","312.a Direct firing Natural Gas:  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas,2030,investment,15.0,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas,2030,lifetime,15.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas CC,2030,FOM,1.18,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas CC,2030,VOM,0.28,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas CC,2030,efficiency,1.0,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","312.a Direct firing Natural Gas:  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas CC,2030,investment,15.0,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing gas CC,2030,lifetime,15.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.a Direct firing Natural Gas:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels,2030,FOM,1.5,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels,2030,VOM,0.33,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels,2030,efficiency,1.0,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","312.b Direct firing Sold Fuels:  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels,2030,investment,220.0,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels,2030,lifetime,15.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels CC,2030,FOM,1.5,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels CC,2030,VOM,0.33,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels CC,2030,efficiency,1.0,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","312.b Direct firing Sold Fuels:  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels CC,2030,investment,220.0,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
direct firing solid fuels CC,2030,lifetime,15.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",312.b Direct firing Sold Fuels:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electric boiler steam,2030,FOM,1.46,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",310.1 Electric boiler steam  :  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electric boiler steam,2030,VOM,0.88,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",310.1 Electric boiler steam  :  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electric boiler steam,2030,efficiency,0.99,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","310.1 Electric boiler steam  :  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electric boiler steam,2030,investment,70.0,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",310.1 Electric boiler steam  :  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electric boiler steam,2030,lifetime,25.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",310.1 Electric boiler steam  :  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electricity distribution grid,2030,FOM,2.0,%/year,TODO, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electricity distribution grid,2030,investment,500.0,EUR/kW,TODO, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electricity distribution grid,2030,lifetime,40.0,years,TODO, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electricity grid connection,2030,FOM,2.0,%/year,TODO, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electricity grid connection,2030,investment,140.0,EUR/kW,DEA, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electricity grid connection,2030,lifetime,40.0,years,TODO, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,C in fuel,0.93,per unit,Stoichiometric calculation,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,FOM,2.67,%/year,combination of BtL and electrofuels,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,VOM,3.83,EUR/MWh_th,combination of BtL and electrofuels,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,capture rate,0.9,per unit,Assumption based on doi:10.1016/j.biombioe.2015.01.006,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,efficiency-biomass,1.32,per unit,Stoichiometric calculation,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,efficiency-hydrogen,1.21,per unit,Stoichiometric calculation,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,efficiency-tot,0.63,per unit,Stoichiometric calculation,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrobiofuels,2030,investment,431201.82,EUR/kW_th,combination of BtL and electrofuels,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrolysis,2030,FOM,2.0,%/year,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",86 AEC 100MW:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrolysis,2030,efficiency,0.68,per unit,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",86 AEC 100MW:  Hydrogen,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrolysis,2030,efficiency-heat,0.17,per unit,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",86 AEC 100MW:   - hereof recoverable for district heating,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrolysis,2030,investment,450.0,EUR/kW_e,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",86 AEC 100MW:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
electrolysis,2030,lifetime,30.0,years,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",86 AEC 100MW:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
fuel cell,2030,FOM,5.0,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",12 LT-PEMFC CHP:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
fuel cell,2030,c_b,1.25,50oC/100oC,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",12 LT-PEMFC CHP:  Cb coefficient,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
fuel cell,2030,efficiency,0.5,per unit,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx","12 LT-PEMFC CHP:  Electricity efficiency, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
fuel cell,2030,investment,1100.0,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",12 LT-PEMFC CHP:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
fuel cell,2030,lifetime,10.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",12 LT-PEMFC CHP:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas,2030,CO2 intensity,0.2,tCO2/MWh_th,Stoichiometric calculation with 50 GJ/t CH4,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas,2030,fuel,20.1,EUR/MWh_th,BP 2019,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas boiler steam,2030,FOM,4.18,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1c Steam boiler Gas:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas boiler steam,2030,VOM,1.0,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1c Steam boiler Gas:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas boiler steam,2030,efficiency,0.93,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","311.1c Steam boiler Gas:  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas boiler steam,2030,investment,45.45,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1c Steam boiler Gas:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas boiler steam,2030,lifetime,25.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1c Steam boiler Gas:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas storage,2030,FOM,3.59,%,Danish Energy Agency,"150 Underground Storage of Gas, Operation and Maintenace, salt cavern (units converted)",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas storage,2030,investment,0.03,EUR/kWh,Danish Energy Agency,"150 Underground Storage of Gas, Establishment of one cavern (units converted)",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas storage,2030,lifetime,100.0,years,TODO no source,"estimation: most underground storage are already build, they do have a long lifetime",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas storage charger,2030,investment,14.34,EUR/kW,Danish Energy Agency,"150 Underground Storage of Gas, Process equipment (units converted)",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
gas storage discharger,2030,investment,4.78,EUR/kW,Danish Energy Agency,"150 Underground Storage of Gas, Process equipment (units converted)",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
geothermal,2030,CO2 intensity,0.03,tCO2/MWhth,https://www.eia.gov/environment/emissions/co2_vol_mass.php, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
geothermal,2030,FOM,2.36,%/year,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
geothermal,2030,efficiency,0.24,per unit,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
geothermal,2030,investment,3392.0,EUR/kWel,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
geothermal,2030,lifetime,40.0,years,IEA2010, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
helmeth,2030,FOM,3.0,%/year,no source, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
helmeth,2030,efficiency,0.8,per unit,HELMETH press release, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
helmeth,2030,investment,2000.0,EUR/kW,no source, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
